fond,annee,titre,durée,région,source,fond_coût,coût_total,bénéficiaire,thématique(s)
FEDER,2009,Aider les ports méditerranéens à lutter contre le changement climatique,3 ans,CTE - Interreg - MED,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Aider-les-ports-mediterraneens-a-lutter-contre-le-changement-climatique/(offset)/325/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 239 221 €,1 610 454 €,Grand Port Maritime de Marseille,Développement durable et environnement ; Prévention des risques
FEDER,2009,Investissement dans le développement économique des PME de la filière marine,2 ans,CTE - Interreg - Espace Atlantique,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Investissement-dans-le-developpement-economique-des-PME-de-la-filiere-marine/(offset)/330/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 509 750 €,2 322 692 €,Université de Bretagne Occidentale,Agriculture et pêche ; Aides aux entreprises ; Coopération ; Développement durable et environnement
FEDER,2007,Aider la région Amériques-Caraïbes à répondre aux urgences humanitaires,26 mois,CTE - Interreg - Caraïbes,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Aider-la-region-Ameriques-Caraibes-a-repondre-aux-urgences-humanitaires/(offset)/330/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 509 750 €,2 322 692 €,Croix-Rouge française,Coopération ; Développement durable et environnement ; Prévention des risques
FEDER,2007,Contribuer à la recherche contre les maladies émergentes dans l'Océan Indien,17 mois,Réunion,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Contribuer-a-la-recherche-contre-les-maladies-emergentes-dans-l-Ocean-Indien/(offset)/330/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,166 101 €,195 413 €,Groupement d’intérêt scientifique (GIS) Centre de recherche et de veille sur les maladies émergentes dans l’océan Indien (CRVOI),Coopération ; Recherche et Innovation ; Santé
FEDER,2005,Promotion de l'usage de la langue française dans les entreprises de l'Océan Indien et d'Afrique australe et orientale,33 mois,Réunion,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Promotion-de-l-usage-de-la-langue-francaise-dans-les-entreprises-de-l-Ocean-Indien-et-d-Afrique-australe-et-orientale/(offset)/330/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,52 790 €,181 506 €,Centre international d’études pédagogiques (CIEP) – Centre local à La Réunion,Coopération ; Formation
FEDER,2008,Développement d'un espace d'enseignement et de recherches sans frontières,42 mois,CTE - Interreg - Grande Région,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Developpement-d-un-espace-d-enseignement-et-de-recherches-sans-frontieres/(offset)/330/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,2 948 800 €,5 897 600 €,Université de la Sarre,Coopération ; Formation ; Recherche et Innovation
FEDER,2009,Promouvoir l'utilisation durable des ressources marines de la Manche,3 ans,CTE - Interreg - Manche,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Promouvoir-l-utilisation-durable-des-ressources-marines-de-la-Manche/(offset)/335/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,877 000 €,1 800 000 €,Université de Caen Basse-Normandie,Coopération ; Développement durable et environnement ; Recherche et Innovation
FEDER,2009,"Soutenir la prévention du risque incendie en Sardaigne, Ligurie et Corse",3 ans,CTE - Interreg - France Italie maritime,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Soutenir-la-prevention-du-risque-incendie-en-Sardaigne-Ligurie-et-Corse/(offset)/335/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 875 000 €,2 500 000 €,"Région Ligure - département de l’agriculture, de la protection civile et du tourisme",Coopération ; Prévention des risques
FEDER,2009,Soutenir le développement durable des régions transfrontalières franco-italiennes,2 mois,CTE - Interreg - France Italie maritime,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Soutenir-le-developpement-durable-des-regions-transfrontalieres-franco-italiennes/(offset)/335/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 653 817 €,2 205 090 €,Collectivité Territoriale de Corse,Aides aux entreprises ; Coopération ; Développement local et cohésion territoriale
FEDER,2009,Valoriser le patrimoine viticole franco-italien,30 mois,CTE - Interreg - France Italie maritime,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Valoriser-le-patrimoine-viticole-franco-italien/(offset)/335/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 036 500 €,1 382 000 €,Ville de Castelnuovo Magra (Italie),Agriculture et pêche ; Culture et tourisme
FEDER,2009,Promouvoir les productions traditionnelles rurales et le commerce transfrontalier entre la France et l'Italie,30 mois,CTE - Interreg - France Italie maritime,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Promouvoir-les-productions-traditionnelles-rurales-et-le-commerce-transfrontalier-entre-la-France-et-l-Italie/(offset)/335/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 500 000 €,2 000 000 €,Office de Développement Agricole et Rural de la Corse (ODARC),Agriculture et pêche ; Développement rural ; Recherche et Innovation
FEDER,2010,Plus d'efficacité énergétique dans les logements sociaux à Vitry-sur-Seine,26 mois,Ile-de-France,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Plus-d-efficacite-energetique-dans-les-logements-sociaux-a-Vitry-sur-Seine/(offset)/340/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,554 222 €,1 108 444 €,"Valophis Habitat, Office Public de l’Habitat (OPH) du Val-de-Marne",Développement durable et environnement ; Développement urbain ; Energie
FEDER,2009,Belle reconversion d'une grange en maison communale,16 mois,Haute-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Belle-reconversion-d-une-grange-en-maison-communale/(offset)/340/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,46 538 €,232 689 €,Commune de Saint-Martin-aux-Arbres,Développement durable et environnement ; Développement rural ; Energie ; Services au public
FEDER,2009,Faciliter l'accès aux technologies de l'information et de la communication (TIC),1 an,Haute-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Faciliter-l-acces-aux-technologies-de-l-information-et-de-la-communication-TIC/(offset)/340/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,13 389 €,35 486 €,Centre Social / Maison des jeunes et de la culture (MJC) de Conches En Ouche,Emploi et inclusion sociale ; Formation ; TIC
FEDER,2009,Aménagement écologique des quais du Rhône,6 mois,Haute-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Amenagement-ecologique-des-quais-du-Rhone/(offset)/340/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,362 101 €,724 203 €,Ville du Havre,Développement durable et environnement ; Développement urbain
FEDER,2008,Soutien d'actions innovantes de traitement des déchets,2 ans,Haute-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Soutien-d-actions-innovantes-de-traitement-des-dechets/(offset)/340/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,244 078 €,1 602 686 €,Société ATHALYS,Développement durable et environnement ; Energie ; Prévention des risques ; Transports
FEDER,2009,Protéger l'environnement en soutenant une opération de recyclage des déchets,1 an,Guyane,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Proteger-l-environnement-en-soutenant-une-operation-de-recyclage-des-dechets/(offset)/345/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,315 000 €,525 000 €,Communauté de Communes du Centre Littoral (CCCL),Développement durable et environnement
FEDER,2006,Mise aux normes parasismiques d'un groupe scolaire,1 an,Guadeloupe,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Mise-aux-normes-parasismiques-d-un-groupe-scolaire/(offset)/345/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 218 620 €,2 437 239 €,Commune de Baie-Mahault,Développement durable et environnement ; Formation ; Prévention des risques
FEDER,2007,Soutenir le développement touristique de l'île et valoriser un tourisme de qualité,21 mois,Guadeloupe,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Soutenir-le-developpement-touristique-de-l-ile-et-valoriser-un-tourisme-de-qualite/(offset)/345/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,79 905 €,173 707 €,Société Gîtes Couleur Vanille,Culture et tourisme
FEDER,2008,Modernisation d'une entreprise de matériel médico-chirurgical et dentaire,3 ans,Guadeloupe,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Modernisation-d-une-entreprise-de-materiel-medico-chirurgical-et-dentaire/(offset)/345/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,146 887 €,293 774 €,Société EL JABES Marcellin,Aides aux entreprises ; Développement durable et environnement ; Emploi et inclusion sociale
FEDER,2015,"A Vesoul, on améliore l'efficacité énergétique des logements sociaux",2 ans,Franche-Comté,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/A-Vesoul-on-ameliore-l-efficacite-energetique-des-logements-sociaux/(offset)/345/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,189 000 €,2 049 353 €,Habitat 70,Développement durable et environnement ; Energie
FEDER,2008,Sensibiliser à l'environnement et participer à l'appropriation des valeurs du développement durable,3 ans,Franche-Comté,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Sensibiliser-a-l-environnement-et-participer-a-l-appropriation-des-valeurs-du-developpement-durable/(offset)/350/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,378 381 €,831 784 €,Conseil général du Territoire de Belfort,Développement durable et environnement
FEADER,2010,Ouverture d'une maison médicale sur un territoire fragile,,Franche-Comté,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Ouverture-d-une-maison-medicale-sur-un-territoire-fragile/(offset)/350/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,180 000 €,820 000 €,Communauté de commune du Pays Jusséen,Développement local et cohésion territoriale ; Développement rural ; Emploi et inclusion sociale ; Santé ; Services au public
FEDER,2009,Contribuer aux recherches sur l'évaluation de l'autonomie des personnes,3 jours,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Contribuer-aux-recherches-sur-l-evaluation-de-l-autonomie-des-personnes/(offset)/350/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,12 520 €,60 108 €,Université de technologie de Troyes (UTT),Recherche et Innovation ; Services au public
FEDER,2009,Des actions de communication pour développer la création et la reprise d'entreprises,3 ans,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-actions-de-communication-pour-developper-la-creation-et-la-reprise-d-entreprises/(offset)/350/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,191 613 €,526 988 €,Chambre régionale de commerce et d’industrie (CRCI) de Champagne-Ardenne,Aides aux entreprises ; TIC
FEADER,2007,Campus vert : Des étudiants logés à la ferme,,Nord-Pas de Calais,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Campus-vert-Des-etudiants-loges-a-la-ferme/(offset)/350/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,,120 000 €,Association Campus Vert,Agriculture et pêche ; Développement local et cohésion territoriale ; Emploi et inclusion sociale ; Formation ; Services au public
FEADER,2009,Des salades prêtes à l'emploi,,Pays de la Loire,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-salades-pretes-a-l-emploi/(offset)/355/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 100 000 €,14 300 000 €,Coopérative Val Nantais,Agriculture et pêche ; Développement durable et environnement ; Développement local et cohésion territoriale ; Emploi et inclusion sociale
FEADER,,Des prairies humides préservées,,Basse-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-prairies-humides-preservees/(offset)/355/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 300 000 €,2 400 000 €,Parc naturel régional des marais du Cotentin et du Bessin,Agriculture et pêche ; Développement durable et environnement ; Espaces naturels à enjeux
FEDER,2008,Favoriser l'accès aux technologies de l'information et de la communication,2 ans,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Favoriser-l-acces-aux-technologies-de-l-information-et-de-la-communication/(offset)/355/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,5 688 €,25 215 €,Communauté de Communes du Bocage Champenois,Développement rural ; TIC
FEDER,2010,Un engagement fort dans la recherche sur les cellules cancéreuses,28 mois,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Un-engagement-fort-dans-la-recherche-sur-les-cellules-cancereuses/(offset)/355/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,250 000 €,2 341 134 €,Université de Reims Champagne-Ardenne (URCA),Recherche et Innovation
FEDER,2008,Une PME de la région Centre développe son activité industrielle en Amérique latine,3 ans,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-PME-de-la-region-Centre-developpe-son-activite-industrielle-en-Amerique-latine/(offset)/355/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,112 270 €,449 082 €,Entreprise Vergnet Hydro,Recherche et Innovation ; TIC
FEDER,2009,Conjuguer préservation du patrimoine et développement touristique,19 mois,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Conjuguer-preservation-du-patrimoine-et-developpement-touristique/(offset)/360/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,644 000 €,3 146 299 €,Conseil général du Loiret (45),Culture et tourisme
FEDER,2008,Soutenir la protection et la mise en valeur du patrimoine du bassin des rivières,2 ans,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Soutenir-la-protection-et-la-mise-en-valeur-du-patrimoine-du-bassin-des-rivieres/(offset)/360/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,24 042 €,70 268 €,Association pour la protection du site de la rivière du Loiret et de son bassin versant (APSL),Développement durable et environnement
FEDER,2009,Encourager les collectivités locales à communiquer sur les performances énergétiques de leurs bâtiments publics,2 ans,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Encourager-les-collectivites-locales-a-communiquer-sur-les-performances-energetiques-de-leurs-batiments-publics/(offset)/360/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,33 770 €,96 770 €,Agence locale de l’énergie et du climat (ALEC) du Pays de Rennes,Développement durable et environnement ; Energie
FEDER,2010,Contribuer à la compétitivité des entreprises et à la protection de l'environnement,6 mois,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Contribuer-a-la-competitivite-des-entreprises-et-a-la-protection-de-l-environnement/(offset)/360/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,260 000 €,1 300 115 €,Société Cellaouate,Développement durable et environnement ; Emploi et inclusion sociale
FEDER,2008,Contribuer à la recherche dans le domaine des biofilms marins,3 ans,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Contribuer-a-la-recherche-dans-le-domaine-des-biofilms-marins/(offset)/360/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,230 000 €,480 000 €,Université de Bretagne-Sud (UBS),Développement durable et environnement ; Recherche et Innovation
FEDER,2008,Participer à l'évolution des ressources humaines dans les PME bretonnes,21 mois,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Participer-a-l-evolution-des-ressources-humaines-dans-les-PME-bretonnes/(offset)/365/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,113 000 €,378 550 €,Chambre de commerce et d’industrie de Région Bretagne,Emploi et inclusion sociale
