Tytu≥ projektu;Nazwa beneficjenta;WartoúÊ projektu [z≥];Dofinansowanie z EU [z≥];Multimedia;Dziedzina;Czy projekt jest realizowany na obszarze wiÍkszym niø jedna jednostka administracyjna?
"Modernizacja wejúcia do portu wewnÍtrznego (w GdaÒsku). Etap II - przebudowa szlaku wodnego na Martwej Wiúle i Mot≥awie""";Urzπd Morski w Gdyni;159514442.02;135175694.76;Nie;transport;Nie
GdaÒski projekt wodno-úciekowy etap II;GdaÒska Infrastruktura Wodociπgowo-Kanalizacyjna SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;292267187.00;130836319.68;Nie;ochrona úrodowiska;Nie
Przebudowa drogi krajowej nr 1 w granicach administracyjnych miasta W≥oc≥awek.;W≥oc≥awek miasto na prawach powiatu;199222538.99;130631136.31;Tak;transport;Nie
Modernizacja i rozbudowa oczyszczalni úciekÛw w Piotrkowie Trybunalskim;Miasto PiotrkÛw Trybunalski;205201879.37;128292922.76;Nie;ochrona úrodowiska;Nie
Budowa trasy tramwajowej w ciagu ul. PowstaÒcÛw ålπskich oraz modernizacja zaplecza wraz z wymianπ sprzÍtu;Tramwaje Warszawskie Sp. z o.o.;207102263.84;128063448.93;Nie;transport;Nie
Port lotniczy Wroc≥aw - rozbudowa i modernizacja infrastruktury lotniskowej i portowej;Port Lotniczy Wroc≥aw S.A.;398676828.64;127426887.25;Tak;transport;Nie
Modernizacja Al.. Jerozolimskich - budowa wÍz≥a £opuszaÒska - Kleszczowa.;Miasto Sto≥eczne Warszawa;224130044.97;125213732.71;Nie;transport;Nie
Uporzπdkowanie gospodarki úciekowej w mieúcie Katowice ñ etap II;Katowicka Infrastruktura Wodociπgowo-Kanalizacyjna Sp.z o.o.;277487500.79;124204093.68;Nie;ochrona úrodowiska;Nie
Modernizacja Wroc≥awskiego WÍz≥a Wodnego - Przebudowa systemu ochrony przeciwpowodziowej m. Wroc≥awia - etap I;Dolnoúlπski Zarzπd Melioracji i UrzπdzeÒ Wodnych we Wroc≥awiu;190028649.16;122430979.71;Nie;bezpieczeÒstwo;Tak
Przeciwdzia≥anie skutkom odp≥ywu wÛd opadowych na terenach gÛrskich. ZwiÍkszenie retencji i utrzymanie potokÛw i zwiπzanej z nimi infrastruktury w dobrym stanie;PaÒstwowe Gospodarstwo Leúne Lasy PaÒstwowe;185914075.20;122085254.28;Nie;bezpieczeÒstwo;Nie
Porzπdkowanie gospodarki úciekowej w zlewni Bia≥ej Przemszy na terenach gmin: Olkusz, Bukowno, Boles≥aw, Klucze - etap I;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;207782059.79;121930096.44;Nie;ochrona úrodowiska;Nie
Modernizacja linii kolejowej nr 8, odcinek Warszawa OkÍcie - Radom (LOT A,B,F) - Faza I;PKP Polskie Linie Kolejowe S.A.;222830709.54;118459453.15;Nie;transport;Tak
ZwiÍkszenie moøliwoúci retencyjnych oraz przeciwdzia≥ania powodzi i suszy w ekosystemach leúnych na terenach nizinnych;PaÒstwowe Gospodarstwo Leúne Lasy PaÒstwowe;189166605.70;118443260.69;Nie;bezpieczeÒstwo;Nie
System zagospodarowania odpadÛw komunalnych w Olsztynie. Budowa Zak≥adu Unieszkodliwiania OdpadÛw.;Zak≥ad Gospodarki Odpadami Komunalnymi Sp. z o.o.;232097451.32;117968466.11;Nie;ochrona úrodowiska;Nie
Kompleksowe zabezpieczenie przeciwpowodziowe Øu≥aw - Etap I - Zarzπd Melioracji i UrzπdzeÒ Wodnych WojewÛdztwa Pomorskiego w GdaÒsku;Zarzπd Melioracji i UrzπdzeÒ Wodnych WojewÛdztwa Pomorskiego w GdaÒsku;139950308.63;117470677.84;Nie;bezpieczeÒstwo;Tak
Kompleksowe zabezpieczenie przeciwpowodziowe Øu≥aw - etap I - Miasto GdaÒsk;Gmina Miasta GdaÒska;137139033.26;116469256.89;Nie;bezpieczeÒstwo;Nie
Uporzπdkowanie gospodarki wodno-úciekowej na obszarze Zwiπzku Celowego Gmin MG-6;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji Sp. z o.o.;219012268.76;111772491.42;Nie;ochrona úrodowiska;Nie
"Budowa ""SzczeciÒskiego Szybkiego Tramwaju""""";Gmina Miasto Szczecin;180894392.41;111009458.59;Nie;transport;Nie
Modernizacja infrastruktury tramwajowej i trolejbusowej w Aglomeracji GÛrnoúlπskiej wraz z infrastrukturπ towarzyszπcπ - Etap II;Tramwaje ålπskie S.A.;170779771.23;110641250.46;Nie;transport;Tak
Modernizacja elektrycznych zespo≥Ûw trakcyjnych;Przewozy Regionalne Sp. Z o.o.;160042881.97;110319939.57;Nie;transport;Tak
Zakupy sprzÍtu do szybkiej oceny ryzyka w przypadku wystπpienia powaønej awarii, organizacja systemu monitoringu dynamicznego przeciwdzia≥ania powaønym awariom, w tym organizacja systemu i sieci teleinformatycznych;G≥Ûwny Inspektorat Ochrony årodowiska;109097107.00;108875500.97;Nie;bezpieczeÒstwo;Nie
Polepszenie jakoúci us≥ug przewozowych poprzez poprawÍ stanu technicznego linii kolejowych nr 140 i 158 na odcinku Rybnik - Cha≥upki;PKP Polskie Linie Kolejowe S.A.;174327206.93;108742754.75;Nie;transport;Tak
Zakup nowoczesnego taboru tramwajowego dla zwiÍkszenia konkurencyjnoúci transportu publicznego w £odzi;Miejskie PrzedsiÍbiorstwo Komunikacyjne - £Ûdü Sp. z o.o.;166347278.70;108190952.00;Nie;transport;Nie
Port lotniczy w Katowicach - rozbudowa i modernizacja infrastruktury lotniskowej i portowej;GÛrnoúlπskie Towarzystwo Lotnicze S.A.;275044758.48;107428279.73;Tak;transport;Nie
Polepszenie jakoúci us≥ug przewozowych poprzez poprawÍ stanu technicznego linii kolejowej nr 18 Kutno - Pi≥a na odcinku ToruÒ - Bydgoszcz;PKP Polskie Linie Kolejowe S.A.;204432359.14;106177698.95;Nie;transport;Tak
Kompleksowe uporzπdkowanie gospodarki wodno-úciekowej w Øorach;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji Øory Sp. z o.o.;191261033.26;105956427.18;Nie;ochrona úrodowiska;Nie
Poprawa bezpieczeÒstwa i likwidacja zagroøeÒ eksploatacyjnych na przejazdach kolejowych - etap I;PKP Polskie Linie Kolejowe S.A.;155527388.04;105019826.05;Nie;transport;Tak
Regulacja gospodarki wodno-úciekowej w gminie Czechowice-Dziedzice;PrzedsiÍbiorstwo Inøynierii Miejskiej Sp. z o.o.;187182795.21;104716263.76;Nie;ochrona úrodowiska;Nie
Trias Opolski - ochrona zbiornika wÛd podziemnych dla aglomeracji Opole, PrÛszkÛw i TarnÛw Op. - II etap;Wodociπgi i Kanalizacja w Opolu SpÛ≥ka z o.o.;194125865.65;104345890.79;Nie;ochrona úrodowiska;Tak
Uporzπdkowanie gospodarki úciekowej w gminie LÍdziny;"PrzedsiÍbiorstwo Gospodarki Komunalnej ""Partner"" SpÛ≥ka z o.o.";169456265.19;104017081.99;Nie;ochrona úrodowiska;Nie
Dostosowanie infrastruktury tramwajowej w Warszawie do potrzeb zwiπzanych z eksploatacjπ tramwajÛw niskopod≥ogowych;Tramwaje Warszawskie Sp. z o.o.;162728579.85;103313557.38;Nie;transport;Nie
Uporzπdkowanie gospodarki wodno-úciekowej w Gminie Stare Babice;"Gminne PrzedsiÍbiorstwo Komunalne ""EKO-BABICE"" Sp. z o.o.";191480400.00;102081564.30;Nie;ochrona úrodowiska;Nie
Modernizacja elektrycznych zespo≥Ûw trakcyjnych do obs≥ugi ruchu aglomeracyjnego i regionalnego, etap II;Koleje Mazowieckie Sp. z o.o.;165439070.51;101913345.25;Nie;transport;Tak
Modernizacja oczyszczalni úciekÛw i skanalizowanie czÍúci aglomeracji Tomaszowa Mazowieckiego;Zak≥ad Gospodarki Wodno-Kanalizacyjnej w Tomaszowie Mazowieckim Sp. z o.o.;208418904.98;101370724.91;Nie;ochrona úrodowiska;Nie
Zintegrowany System Transportu Szynowego w Aglomeracji i we Wroc≥awiu ñ Etap II;Gmina Wroc≥aw;172481781.51;100867034.73;Nie;transport;Tak
Budowa Regionalnego Zak≥adu Gospodarowania Odpadami w S≥ajsinie, Gmina Nowogard;Celowy Zwiπzek Gmin R-XXI;157789931.53;99652159.18;Nie;ochrona úrodowiska;Tak
Modernizacja úluz odrzaÒskich na odcinku bÍdπcym w zarzπdzie RZGW Gliwice - przystosowanie do III kl. drogi wodnej;Regionalny Zarzπd Gospodarki Wodnej w Gliwicach;121645574.94;97837245.73;Nie;transport;Tak
Regionalny System Gospodarki Odpadami Tczew.;Zak≥ad Utylizacji OdpadÛw Sta≥ych Sp. z o.o.;151353227.23;95778542.02;Nie;ochrona úrodowiska;Tak
Poprawa gospodarki wodno-úciekowej na terenie gminy Zabrze. Etap II;Gmina Zabrze;152467498.05;95745757.26;Nie;ochrona úrodowiska;Nie
Odnowa taboru PKP Intercity S.A. dla relacji Przemyúl ñ Szczecin;PKP Intercity S.A.;170291527.00;95574789.80;Nie;transport;Tak
Rekultywacja na cele przyrodnicze terenÛw zdegradowanych, popoligonowych i powojskowych zarzπdzanych przez PGL LP;PaÒstwowe Gospodarstwo Leúne Lasy PaÒstwowe;129492258.48;95030479.05;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki wodno-úciekowej zlewni rzeki Bia≥a w ramach programu Czysty Dunajec;"SpÛ≥ka Komunalna ""Dorzecze Bia≥ej"" Sp. z o.o.";157482679.47;94846386.41;Nie;ochrona úrodowiska;Nie
Kompleksowa ochrona wÛd podziemnych aglomeracji kieleckiej;"""Wodociπgi Kieleckie"" Sp. z o.o.";192988356.79;94411901.70;Nie;ochrona úrodowiska;Tak
Modernizacja dostÍpu drogowego do Portu w Szczecinie;Gmina Miasto Szczecin;116898275.46;94236835.64;Nie;transport;Nie
RPD sektora transportu na lata 2014-2015 (PKP PLK S.A.);PKP Polskie Linie Kolejowe S.A.;110525705.00;93941486.60;Nie;administracja;Nie
Ochrona brzegÛw morskich na wschÛd od Portu Dar≥owo;Urzπd Morski w S≥upsku;111061571.40;93890542.59;Nie;ochrona úrodowiska;Nie
Przebudowa linii tramwajowej na odcinku Rondo Mogilskie - al.. Jana Paw≥a II - Plac Centralny wraz z systemem sterowania ruchem w Krakowie;Miasto KrakÛw;155079852.32;92661179.31;Nie;transport;Nie
"""Budowa Trasy W-Z w GdaÒsku, odcinek Kartuska - OtomiÒska""";Miasto GdaÒsk;138328435.25;91043776.24;Nie;transport;Nie
Przebudowa wÍz≥a komunikacyjnego Rondo Kaponiera;Miasto PoznaÒ;331452172.24;90561673.45;Nie;transport;Nie
Zintegrowany System Transportu Zbiorowego w aglomeracji krakowskiej;PKP Polskie Linie Kolejowe S.A.;191602819.49;90524249.83;Nie;transport;Nie
Gospodarka wodno-úciekowa na terenie Gminy Skawina;Zak≥ad WodociπgÛw i Kanalizacji SpÛ≥ka z Ograniczonπ Odpowiedzialnoúciπ;163940310.64;89161548.56;Nie;ochrona úrodowiska;Nie
Ochrona brzegÛw morskich na wysokoúci £eby, RowÛw i Ustki;Urzπd Morski w S≥upsku;144776164.51;88857759.17;Nie;ochrona úrodowiska;Tak
"Racjonalizacja gospodarki odpadami poprzez budowÍ zak≥adu utylizacji odpadÛw komunalnych ""Stary Las"".";"Zak≥ad Utylizacji OdpadÛw Komunalnych ""Stary Las"" Sp. z o.o.";141655920.03;87902869.87;Nie;ochrona úrodowiska;Tak
Port Lotniczy w GdaÒsku - budowa drugiego terminalu pasaøerskiego wraz z infrastrukturπ oraz rozbudowa i modernizacja infrastruktury lotniskowej i portowej;Port Lotniczy GdaÒsk Sp. z o.o.;249535696.52;87320000.00;Tak;transport;Nie
Zakup 10 szt. czterocz≥onowych elektrycznych zespo≥Ûw trakcyjnych typu ER 75 FLIRT;Koleje Mazowieckie Sp. z o.o.;181700000.00;87216000.00;Nie;transport;Tak
Rozbudowa linii tramwajowej KST etap II B wraz z uk≥adem drogowym (ul. Lipska - ul. Wielicka) w Krakowie;Miasto KrakÛw;174199481.93;87075128.07;Nie;transport;Nie
Uporzπdkowanie gospodarki úciekowej w zlewni rzeki Baryczy;"PrzedsiÍbiorstwo Gospodarki Komunalnej ""Dolina Baryczy"" sp. z o.o.";157637729.20;86785321.63;Nie;ochrona úrodowiska;Tak
Ochrona wÛd dorzecza GÛrnej Odry w zlewni oczyszczalni úciekÛw Karkoszka II w Wodzis≥awiu ålπski;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji Sp. z o.o.;162589394.96;86758784.86;Nie;ochrona úrodowiska;Nie
Port lotniczy PoznaÒ-£awica - rozbudowa i modernizacja infrastruktury lotniskowej i portowej;Port lotniczy PoznaÒ - £awica Sp. z o.o.;230306234.62;86406849.88;Nie;transport;Nie
RPD sektora transportu na lata 2014-2015 (GDDKiA);Generalna Dyrekcja DrÛg Krajowych i Autostrad;101646288.00;86398862.85;Nie;administracja;Nie
Kompleksowe zabezpieczenie przeciwpowodziowe Øu≥aw-Etap I - Regionalny Zarzπd Gospodarki Wodnej w GdaÒsku;Regionalny Zarzπd Gospodarki Wodnej w GdaÒsku;85858378.99;85348778.55;Nie;bezpieczeÒstwo;Tak
Poprawa gospodarki wodno-úciekowej we Wroc≥awiu etap III;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji S.A.;158620985.68;84777035.92;Nie;ochrona úrodowiska;Nie
Rozbudowa Zak≥adu Zagospodarowywania OdpadÛw Jarocin;Zak≥ad Gospodarki Odpadami SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ Jarocinie;147668337.15;83790693.31;Nie;ochrona úrodowiska;Tak
Modernizacja trasy tramwajowej W-Z w Warszawie na odcinku Cm. Wolski ñ Dw. WileÒski;Tramwaje Warszawskie Sp. z o.o.;133347809.30;83689388.26;Nie;transport;Tak
Budowa zintegrowanego centrum komunikacyjnego w Bydgoszczy;Polskie Koleje PaÒstwowe S.A.;192020787.13;83599293.91;Nie;transport;Nie
Modernizacja linii kolejowej E 30, etap II. Pilotaøowe wdroøenie ERTMS/ETCS i ERTMS/GSM-R w Polsce na odcinku Legnica - WÍgliniec - Bielawa Dolna;PKP Polskie Linie Kolejowe S.A.;133289527.04;82910337.73;Nie;transport;Tak
Uporzπdkowanie gospodarki úciekowej na terenie Miasta P≥ocka, etap I;Wodociπgi P≥ockie Sp. z o.o.;176882010.71;82617003.79;Nie;ochrona úrodowiska;Tak
Krajowy System BezpieczeÒstwa Morskiego (KSBM) Etap I;Urzπd Morski w Gdyni;112674893.83;81909531.17;Nie;transport;Tak
Uporzπdkowanie gospodarki wodno-úciekowej na terenie miasta i gminy KoÒskie;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji w KoÒskich SpÛ≥ka z o.o.;162585075.96;80802085.60;Nie;ochrona úrodowiska;Nie
Rozbudowa oczyszczalni úciekÛw, budowa kolektorÛw i modernizacja systemu kanalizacyjnego m.Siedlce;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ w Siedlcach;155440114.07;80784830.80;Nie;ochrona úrodowiska;Nie
Gospodarka wodno-úciekowa miasta Nowa SÛl i gmin oúciennych;Miejski Zak≥ad Gospodarki Komunalnej Sp. z o.o.;151368049.80;80174089.87;Nie;ochrona úrodowiska;Nie
Projekt poprawy dostÍpu kolejowego do Portu GdaÒsk (most + dwutorowa linia kolejowa) - FAZA I;PKP Polskie Linie Kolejowe S.A.;150592192.85;80159129.30;Nie;transport;Tak
Poprawa stanu technicznego i bezpieczeÒstwa powodziowego stopnia wodnego W≥oc≥awek;Regionalny Zarzπd Gospodarki Wodnej w Warszawie;113440533.65;80089843.80;Nie;bezpieczeÒstwo;Tak
Poprawa ochrony przeciwpowodziowej Lewina Brzeskiego na rzece Nysie K≥odzkiej;Regionalny Zarzπd Gospodarki Wodnej we Wroc≥awiu;101017113.84;80006725.77;Nie;bezpieczeÒstwo;Nie
Odnowa taboru PKP Intercity S.A. dla relacji Wroc≥aw - Gdynia;PKP Intercity S.A.;147025593.50;79811769.96;Nie;transport;Tak
Zapewnienie prawid≥owej gospodarki úciekowej na terenie aglomeracji Krzeszowice - Dorzecze Rudawy;Wodociπgi i Kanalizacja Krzeszowice Sp z o.o.;129432102.24;79570407.91;Nie;ochrona úrodowiska;Nie
Modernizacja linii kolejowej E30, etap II. Wdroøenie ERTMS/ETCS i ERTMS/GSM-R w Polsce na odcinku Legnica - Wroc≥aw - Opole;PKP Polskie Linie Kolejowe S.A.;132226340.84;79202633.67;Nie;transport;Tak
Uporzπdkowanie gospodarki wodno-úciekowej w Aglomeracji Chojnice;Miejskie Wodociπgi Sp. z o.o. w Chojnicach;142573105.17;78326469.71;Nie;ochrona úrodowiska;Nie
Modernizacja gospodarki wodno-úciekowej w Gliwicach - II etap;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji Sp.z o.o.;178663994.60;78090056.27;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki wodno-úciekowej na terenie Miasta i Gminy Busko-ZdrÛj;Miejskie PrzedsiÍbiorstwo Gospodarki Komunalnej SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ w Busku-Zdroju;121713603.69;78087734.97;Nie;ochrona úrodowiska;Nie
Port lotniczy w Krakowie - rozbudowa istniejπcej infrastruktury lotniskowej;MiÍdzynarodowy Port Lotniczy im. Jana Paw≥a II KrakÛw-Balice Sp. z o.o.;203361829.77;77914708.97;Nie;transport;Nie
Uporzπdkowanie gospodarki úciekowej w mieúcie Katowice - Etap II - Faza II;Katowicka Infrastruktura Wodociπgowo-Kanalizacyjna Sp.z o.o.;155926029.32;77750807.32;Nie;ochrona úrodowiska;Tak
Budowa kanalizacji sanitarnej na obszarze aglomeracji miasta Marki;Wodociπg Marecki Sp. z o.o.;142760080.65;76580485.59;Nie;ochrona úrodowiska;Nie
Przebudowa infrastruktury kolejowej w portach w Szczecinie i åwinoujúciu;Zarzπd Morskich PortÛw Szczecin i åwinoujúcie S.A.;110037138.80;75169485.25;Nie;transport;Tak
Zakup 10 nowych lokomotyw spalinowych do ruchu pasaøerskiego;PKP Intercity S.A.;131465341.39;74707073.96;Nie;transport;Tak
Zakup 10 sztuk spalinowych zespo≥Ûw trakcyjnych do obs≥ugi Pomorskiej Kolei Metropolitalnej w TrÛjmieúcie;WojewÛdztwo Pomorskie;114253307.70;74249064.00;Nie;transport;Tak
Infrastruktura dostÍpu drogowego i kolejowego do wschodniej czÍúci Portu Gdynia;Zarzπd Morskiego Portu Gdynia S.A.;112555611.81;72640564.28;Nie;transport;Nie
Budowa kanalizacji w Gminie Wieliczka;Gmina Wieliczka;106957117.09;71929967.86;Nie;ochrona úrodowiska;Nie
Zakup taboru kolejowego do obs≥ugi po≥πczeÒ pasaøerskich w aglomeracji krakowskiej;WojewÛdztwo Ma≥opolskie;110610685.39;70838971.80;Nie;transport;Nie
Modernizacja stopnia Brzeg Dolny - przystosowanie do III kl. drogi wodnej;Regionalny Zarzπd Gospodarki Wodnej we Wroc≥awiu;83149155.59;70414492.70;Nie;transport;Tak
Budowa MiÍdzygminnego Zak≥adu Kompleksowego Zagospodarowania OdpadÛw Komunalnych w Tychach;MASTER - Odpady i Energia Sp. z o.o.;135323944.67;69480837.95;Nie;ochrona úrodowiska;Tak
Uporzπdkowanie gospodarki wodno-úciekowej dla ochrony zasobÛw wodnych w Poznaniu i okolicach- Etap III;Aquanet S.A.;195341073.43;69252746.17;Nie;ochrona úrodowiska;Tak
RPD sektora transportu na rok 2011 (GDDKiA);Generalna Dyrekcja DrÛg Krajowych i Autostrad;80874620.00;68743427.00;Nie;administracja;Nie
Krajowy System BezpieczeÒstwa Morskiego (KSBM) etap IIA;Urzπd Morski w Gdyni;81118914.08;68454665.06;Nie;transport;Tak
Uporzπdkowanie gospodarki wodno-úciekowej dla ochrony zasobÛw wodnych w Poznaniu i okolicach ñ Etap IV;Aquanet S.A.;201896528.96;68294004.06;Nie;ochrona úrodowiska;Tak
Ochrona wÛd Zatoki GdaÒskiej - budowa i modernizacja systemu odprowadzania wÛd opadowych w Sopocie - Etap I;Gmina Miasta Sopotu;102281283.90;68269350.19;Nie;bezpieczeÒstwo;Nie
RPD sektora transport na rok 2012 (GDDKiA);Generalna Dyrekcja DrÛg Krajowych i Autostrad;79338710.30;67437903.75;Nie;administracja;Nie
Modernizacja systemu ciep≥owniczego gmin Dπbrowa GÛrnicza, Sosnowiec, BÍdzin i Czeladü;TAURON Ciep≥o SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;147886442.81;67253893.36;Nie;energetyka;Tak
Budowa kanalizacji sanitarnej i deszczowej oraz oczyszczalni úciekÛw komunalnych w Tarnowskich GÛrach - Faza I;Gmina Tarnowskie GÛry;130678435.26;66719139.03;Nie;ochrona úrodowiska;Nie
Poprawa gospodarki wodno-úciekowej we Wroc≥awiu - Etap V;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji S.A.;149792082.18;65179479.90;Nie;ochrona úrodowiska;Nie
Budowa linii tramwajowej ≥πczπcej ul. Broøka oraz Kampus UJ wraz z systemem sterowania ruchem i nadzoru;Miasto KrakÛw;206385536.90;64692670.59;Nie;transport;Nie
Budowa kompleksowego systemu gospodarki odpadami dla Miasta Bielska-Bia≥ej i gmin powiatu bielskiego.;Zak≥ad Gospodarki Odpadami S.A.;109706141.59;64425555.55;Nie;ochrona úrodowiska;Nie
Modernizacja i rozbudowa systemu kanalizacyjnego miasta Jaworzna - faza I;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji;119841269.29;64227175.15;Nie;ochrona úrodowiska;Nie
RPD sektora transportu na lata 2014-2015 (CUPT);Centrum Unijnych ProjektÛw Transportowych;76918472.00;64102485.64;Nie;administracja;Nie
"Przebudowa DK - 1 w CzÍstochowie, budowa wiaduktu na skrzyøowaniu z DK - 46; po≥πczenie z ul. Srebrnπ.";CzÍstochowa - Miasto na prawach powiatu;82309511.59;63484926.71;Nie;transport;Nie
Budowa i modernizacja kanalizacji sanitarnej w Skarøysku-Kamiennej i Skarøysku Koúcielnym;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji Sp. z o.o.;126388436.83;62180407.71;Nie;ochrona úrodowiska;Nie
"""Ochrona wÛd Zatoki GdaÒskiej - budowa i modernizacja systemu odprowadzania wÛd opadowych w GdaÒsku""";Gmina Miasta GdaÒska;127231995.54;61988732.85;Nie;bezpieczeÒstwo;Nie
Budowa i modernizacja systemu sieci wodno-kanalizacyjnej na terenie Miasta Be≥chatowa;"Zak≥ad WodociπgÛw i Kanalizacji ""WOD.-KAN."" SpÛ≥ka z o.o.";135894070.67;61765376.15;Nie;ochrona úrodowiska;Nie
Modernizacja linii kolejowej E 30, odcinek Zabrze-Katowice-KrakÛw, etap IIa;PKP Polskie Linie Kolejowe S.A.;135517784.32;61451313.49;Nie;transport;Nie
Poprawa gospodarki wodno-úciekowej w aglomeracji Sanok;Sanockie PrzedsiÍbiorstwo Gospodarki Komunalnej SpÛ≥ka z o.o.;121761336.81;61173113.03;Nie;ochrona úrodowiska;Nie
System gospodarki odpadami ålÍza - O≥awa;Zak≥ad Gospodarowania Odpadami Sp. z o.o.;129589163.75;61027278.01;Nie;ochrona úrodowiska;Tak
Poprawa gospodarki wodno-úciekowej w aglomeracji Strzelce Opolskie;Strzeleckie Wodociπgi i Kanalizacja Sp. z o.o.;114652088.32;60421432.11;Nie;ochrona úrodowiska;Nie
Rozbudowa sieci wodociπgowej i kanalizacji sanitarnej na terenie JÛzefowa.;Miasto JÛzefÛw;106183834.00;60153514.73;Nie;ochrona úrodowiska;Nie
Budowa dworca kolejowego KrakÛw G≥Ûwny zintegrowanego z miejskim transportem publicznym;Polskie Koleje PaÒstwowe S.A.;133852077.09;59984158.85;Tak;transport;Nie
Gospodarka odpadami w obrÍbie powiatÛw øarskiego i øagaÒskiego;Zak≥ad Zagospodarowania OdpadÛw Sp. z o.o.;128018709.51;59611841.52;Nie;ochrona úrodowiska;Tak
"""Czyste øycie"" - kompleksowa gospodarka wodno-úciekowa na terenie gminy BrwinÛw";Gmina BrwinÛw;102025843.28;59313472.21;Nie;ochrona úrodowiska;Nie
Dojazdowe Koleje Dolnoúlπskie - zakup taboru kolejowego do obs≥ugi ruchu pasaøerskiego w aglomeracji wroc≥awskiej;Koleje Dolnoúlπskie S.A.;96103897.50;59302600.00;Nie;transport;Tak
Rozbudowa i modernizacja systemu wodociπgowo-kanalizacyjnego w Bia≥ymstoku i gminie WasilkÛw;Wodociπgi Bia≥ostockie Sp. z o.o.;102018630.37;59266971.81;Nie;ochrona úrodowiska;Nie
Prace przygotowawcze dla wybranych inwestycji planowanych do realizacji w perspektywie finansowej UE 2014-2020 ñ Etap I;Generalna Dyrekcja DrÛg Krajowych i Autostrad;91123316.38;59126789.73;Nie;transport;Tak
Kompleksowe rozwiπzanie gospodarki wodno-úciekowej dla miasta Wa≥cza;Zak≥ad WodociπgÛw i Kanalizacji Sp. z o.o. w Wa≥czu;124053753.28;59006741.18;Nie;ochrona úrodowiska;Nie
Odnowa taboru kolejowego do obs≥ugi po≥πczeÒ miÍdzywojwÛdzkich;PKP Intercity S.A.;145281450.00;58945000.00;Nie;transport;Tak
Przebudowa kompleksu dworcowego Gliwice;Polskie Koleje PaÒstwowe S.A.;148135262.82;58085415.49;Nie;transport;Nie
Zabezpieczenie brzegÛw Morza Ba≥tyckiego bÍdπcych w administracji UrzÍdu Morskiego w Gdyni;Urzπd Morski w Gdyni;68302293.37;57904298.04;Nie;ochrona úrodowiska;Tak
RPD sektora transport na rok 2010 (GDDKiA);Generalna Dyrekcja DrÛg Krajowych i Autostrad;67775278.03;57608986.32;Nie;administracja;Nie
Rozbudowa infrastruktury w celu zwiÍkszenia moøliwoúci operacyjnych lotniska MPL Katowice;GÛrnoúlπskie Towarzystwo Lotnicze S.A.;148052094.03;57381259.60;Nie;transport;Tak
Doskonalenie stanowisk do analizowania i prognozowania zagroøeÒ;Komenda G≥Ûwna PaÒstwowej Straøy Poøarnej;67382000.00;57274700.00;Nie;bezpieczeÒstwo;Nie
