ANTRAGSNUMMER,Interventionskategorie,Name des Begünstigten,PLZ,BEGINN,ENDE,ZUSAMMENFASSUNG,BEZEICHNUNG,GESAMTBETRAG 1)
ESF/14-SM-B13-0040/15,109.0,Die Platte lebt e.V.,19063,30.09.15,30.09.16,Förderung von Kleinprojekten,"Internationale Küche - wir kochen gemeinsam - Durch gemeinsame Kochveranstaltungen und die Erstellung eines Kochbuches soll die interkulturelle Kompetenz sowie die sprachliche Umgangskompetenz von Flüchtlingen, Menschen mit Migrationshintergrund und Einwohnern von den Stadtteilen Großer Dreesch, Neu Zippendorf und Mueßer Holz gefördert werden um in Stadtteilen mit besonderen sozialen Problemen den sozialen Zusammenhalt zu unterstützen.",8200.0
ESF/14-SM-B13-0042/15,109.0,events Creative UG,17033,01.10.15,14.10.16,Förderung von Kleinprojekten,"Nordlichtzauber 2016 - Erhöhung und Erhaltung der Beschäftigungsfähigkeit von arbeitslosen Jugendlichen, Arbeitslosen und von Arbeitslosigkeit bedrohten Beschäftigten durch die Teilnahme an den Planungs-, Organisations- und Durchführungs-prozessen des Großprojektes",8200.0
ESF/14-SM-B13-0008/16,109.0,UKRANENLAND - Historische Werkstätten e.V.,17358,17.12.15,31.12.16,Förderung von Kleinprojekten,"Wir machen Geschichte - Die Hanse in Pommern ein frühes Projekt Europas - Langzeitarbeitslose Frauen und Männer, die sich für das Gemeinwohl einbringen wollen, sollen ein ausgerichtetes Angebot für die Geschichtsvermittlung auf der Pommernkogge UCRA entwickeln und umsetzen.",8200.0
ESF/14-SM-B13-0017/16,109.0,"Der Rostocker Frauenkulturverein ""Die Beginen"" e. V.",18055,17.12.15,30.06.16,Förderung von Kleinprojekten,"KulturTrägerkleid - ein generationsübergreifendes Projekt zur sozialen Integration von Langzeitarbeitslosen, Migrantinnen und Flüchtlingen aus Rostock durch gemeinsame Herstellung von nachhaltiger Kleidung",5000.0
ESF/14-SM-B13-0021/15,109.0,"Verein ""Hilfe zur Erziehung"" e. V.",17358,04.08.15,31.10.15,Förderung von Kleinprojekten,Wir planen und gestalten gemeinsam die Außenanlage des Familienzentrums Torgelow - Die Teilnehmenden entwickeln und stärken ihre persönlichen und sozialen Kompetenzen und machen berufspraktische Erfahrungen um besser an Bildung und Beschäftigung teilhaben zu können,5000.0
ESF/14-SM-B13-0028/15,109.0,Förderverein Miniaturstadt Bützow e.V.,18246,26.08.15,31.07.16,Förderung von Kleinprojekten,"Benachteiligte Kinder aus dem Amt Bützow Land und Kinder aus den betroffenen Familien des Tornados erhalten im Familienpark eine sinnvolle Ferien- und Freizeitgestaltung zur Verarbeitung des Erlebten mit Hilfe von ehrenamtlichen Helfern, wie Männer und Frauen, arbeitslosen Bürgern und Bürger ohne Leistungsbezug",8200.0
ESF/14-SM-B13-0022/16,109.0,Couleurs Afrik - die Farben Afrikas e. V.,19055,15.01.16,15.01.17,Förderung von Kleinprojekten,"Was weißt du schon von Afrika - gemeinsames Aktivwerden von einheimischen Menschen und hier lebenden afrikanischen Menschen - Es soll das Verständnis für die jeweils andere Kultur erhöht, Vorurteile abgebaut und ein gegenseitiges Kennenlernen gewährleistet werden. So sollen afrikanische Geschichts- und Musikkurse durchgeführt und die Esskultur Afrikas vorgestellt werden.",8200.0
ESF/14-SM-B13-0039/15,109.0,Parchimer Fußball -Club 1992 e.V.,19370,30.09.15,30.09.16,Förderung von Kleinprojekten,Gesundheitsprävention in Kleinunternehmen - ein Projekt zur sportlichen Prävention für Arbeitnehmer und Arbeitnehmerinnen in Klein- und Kleinstunternehmen aus Parchim und Umgebung zur Erhöhung und Erhaltung der Beschäftigungsfähigkeit,8200.0
ESF/14-SM-B13-0015/15,109.0,Demokratischer Frauenbund LV M-V e.V. Landesvorstand,18246,04.08.15,31.08.15,Förderung von Kleinprojekten,Fahrradworkshop - Reparatur gespendeter Fahrräder - Asylbewerber sollen gemeinsam mit Schülern der Bützower Schulen  die Aktvitäten durchführen und dadurch gesellschaftlich integeriert werden,5000.0
ESF/14-SM-B13-0036/16-A01,109.0,INTEGRAL e. V.,19249,05.07.16,31.01.17,Förderung von Kleinprojekten,"Begegnungs- und Bildungsprojekt zum Thema Nachhaltigkeit im ""Lebens-Mittel-Punkt-Griese Gegend"" - Es soll ein Ort der Begegnung dauerhaft eingerichtet werden, in dem Menschen in Notlagen Unterstützung und eine Chance zur Teilhabe am gesellschaftlichen Leben erhalten.",5000.0
ESF/14-SM-B13-0030/16,109.0,Sozial-kultureller Förderverein Stralsund e.V.,18437,29.04.16,30.04.17,Förderung von Kleinprojekten,"Let'sRock - Bandcoaching & Musik für deinen Stadtteil - ein Projekt zur Integration von deutschen Jugendlichen  und Jugendlichen mit Migrationshintergrund aus dem Stadtteil Knieper West in die Gesellschaft, Stärkung des Selbstwertgefühls und der sozialen Kompetenzen der Teilnehmenden durch gemeinsames Musizieren und gemeinsamer Auftritte",8200.0
ESF/14-SM-B13-0003/15-A01,109.0,"Arbeitslosenverband Deutschland,Kreisverband Müritz e.V.",17207,19.05.16,30.06.16,Förderung von Kleinprojekten,"Gesundheitsfördernde Maßnahmen für arbeitslose Frauen und Männer am Standort Röbel - durch sportliche Aktivitäten und gesunde Ernährung sollen die Teilnehmenden den Alltag neu gestalten, um aktiv die Chancen bei der Integration in den Arbeitsmarkt zu verbessern",8200.0
ESF/14-SM-B13-0007/15,109.0,T.O.N.I. e.V. c\o Herrn Lars Bünger,17034,04.08.15,30.06.16,Förderung von Kleinprojekten,T.O.N.I. unterwegs - Gemeinsam mit allen Veranstaltungen organisieren und Verantwortung dabei lernen um sich dadurch gesellschaftlich zu integrieren und Grundlagen für eine berufliche Integration zu schaffen,8200.0
ESF/14-SM-B13-0011/16,109.0,Sozial-kultureller Förderverein Stralsund e.V.,18437,15.12.15,31.12.16,Förderung von Kleinprojekten,Bewegung schafft Begegnung - Im Stadtteil Kniepe West sollen einheimische Familien und Flüchtlingsfamilien zusammen gebracht und bei der Integration unterstützt werden. Es soll ein Beitrag zur Aufklärungs- und Präventionsarbeit zur aktuellen Situation einzelner Schicksale und Menschen sowie gegen Fremdenfeindlichkeit durch gemeinsame Tätigkeiten leisten.,8200.0
ESF/14-SM-B13-0004/15,109.0,Demokratischer Frauenbund LV M-V e.V. Landesvorstand,18246,04.08.15,31.08.15,Förderung von Kleinprojekten,Deutsch-sprachliche und kulturelle Integration durch Dialog - durch das Erlernen der Sprache und der Kultur soll die gesellschaftliche Integration der Teilnehmenden erfolgen,5000.0
ESF/14-SM-B13-0016/15,109.0,BilSE - Institut für Bildung und Forschung GmbH,18273,04.08.15,31.08.15,Förderung von Kleinprojekten,"Floß AHOI - Güstrow  - Männliche Asylbewerber, Geduldete und Einheimische bauen gemeinsam zwei haltbare Flöße zur Aktivierung und Befähigung um für die eigene gesellschaftliche und berufliche Integration tätig zu werden",5000.0
ESF/14-SM-B13-0017/15,109.0,BilSE - Institut für Bildung und Forschung GmbH,18273,04.08.15,31.08.15,Förderung von Kleinprojekten,"Floß AHOI - Rostock - Männliche Asylbewerber, Geduldete und Einheimische bauen gemeinsam zwei haltbare Flöße zur Aktivierung und Befähigung um für die eigene gesellschaftliche und berufliche Integration tätig zu werden",5000.0
ESF/14-SM-B13-0027/15,109.0,Demokratischer Frauenbund e. V. Waren Ortsverein,17192,12.08.15,14.08.16,Förderung von Kleinprojekten,"Gemeinsam - Aktiv - Besser - Integriert - Durch regelmäßige Treffen, welche sich am Alltag und den jeweiligen Lebensituationen  orientieren, sollen soziale Kontakte, Kommunikation, Stärkung der Identität und des Selbstwertgefühls gefördert und somit die Grundlagen der gesellschaftlichen und sozialen Integration der langzeitarbeitslosen Frauen und Frauen mit Migrationshintergrund geschaffen werden",8200.0
ESF/14-SM-B13-0040/16,109.0,Demokratischer Frauenbund Landesverband M-V e.V. Regionalstelle Bützow,18246,29.07.16,31.07.17,Förderung von Kleinprojekten,"FAIR - ein Projekt zur sozialen Integration von langzeitarbeitslosen Frauen und Männern jeglicher Nationalität mit familiären, gesundheitlichen und beruflichen Einschränkungen in Bützow und dem ländlichen Einzugsgebiet durch gemeinsame Aktivitäten, Workshops und kleineren Projekten",8200.0
ESF/14-SM-B13-0039/16,109.0,Demokratischer Frauenbund Landesverband M-V e.V. Regionalstelle Bützow,18246,17.06.16,31.12.16,Förderung von Kleinprojekten,"Interkultureller Fahrradtreff - ein Projekt zur Integration von Flüchtlingen durch Tätigkeiten ""rund"" ums Fahrrad. Einheimische  reparieren gemeinsam mit Flüchtlingen Fahrräder, bringen Ihnen das Fahrrad fahren bei, erläutern Verkehrsschilder und Verkehrsregeln und veranstalten gemeinsame Fahrradtouren. Die Werkstatt soll als gemeinsamer Treff angenommen werden.",5000.0
ESF/14-SM-B13-0025/16,109.0,"Spielvereinigung Cambs-Leezen ""Traktor"" e. V.",19067,31.03.16,31.03.17,Förderung von Kleinprojekten,"Junges Ehrenamt Leezen - motiviert auf dem Rasen, engagiert in der Gemeinde: Jugendliche und junge Erwachsene sollen stärker in das Gemeindeleben und in das Ehrenamt eingebunden werden. Durch verschiedene gemeinsame Aktivitäten und Qualifizierungen soll die Befähigung junger Interessierter und/oder Unentschlossener zur eigenständigen ehrenamtlichen Tätigkeit erfolgen. Es soll beispielsweise eine Planungs- und Mobilisierungswerkstatt stattfinden, in deren Ergebnis ein Leitbild, ein Veranstaltungskalender für das Jahr 2017 und ein Verzeichnis wichtiger Kontaktdaten aller in der Planungsregion handelnden Personen und Vereinigungen erstellt werden.",8200.0
ESF/14-SM-B13-0025/15,109.0,Landesarbeitsgemeinschaft Jungen-Männer-Väter in Mecklenburg-Vorpommern e. V.,19053,31.07.15,31.01.16,Förderung von Kleinprojekten,"Jungen-Männer-Väter - Sozialarbeit in Stralsund - Geben von Hilfe zur Selbsthilfe für Männer, Väter und Jungen in ihrer Rolle als Ehe-, Lebenspartner und Vater im pädagogoischen Erziehungsprozess ihrer Kinder -",5000.0
ESF/14-SM-B13-0012/16,109.0,Förderverein Wasserwacht Vorpommern-Greifswald e. V.,17367,15.12.15,31.01.17,Förderung von Kleinprojekten,"Schwimmkurs für Alle - Ein Projekt zur Förderung der Toleranz und des Verständnisses zwischen Einheimischen und Flüchtlingsfamilien durch gemeinsame Schwimmkurse für Kinder und Jugendliche, in die die gesamte Familie einbezogen wird.",8200.0
ESF/14-SM-B13-0047/15,109.0,Caritas Mecklenburg e. V. - Schloss Dreilützow,19243,24.11.15,14.06.16,Förderung von Kleinprojekten,"Mit Hand und Verstand - Jugendliche im Alter von 14 bis 24 Jahren sollen unter Anleitung von Fachkräften im Maler- und Holzbereich tätig werden, um sich handwerkliche Fähigkeiten anzueignen, ihre Teamfähigkeit zu stärken und gemeinnützige Arbeit kennen zu lernen",5000.0
ESF/14-SM-B13-0020/15,109.0,Demokratischer Frauenbund e.V.,17358,04.08.15,31.10.15,Förderung von Kleinprojekten,"Miteinander - Füreinander - Durch gemeinsames Erleben, voneinander Lernen und miteinander Kommunizieren soll die gesellschaftliche Integration der Teilnehmenden erfolgen und so Grundlagen für die berufliche Integration geschaffen werden",5000.0
ESF/14-SM-B13-0013/15,109.0,Stralsunder Innovation Consult GmbH,18437,04.08.15,29.02.16,Förderung von Kleinprojekten,"Zugewandt statt Abgewandt - Flüchtlingsfamilien, die im Stadtteil Knieper-West untergebracht worden sind, soll bei der Integration geholfen werden. Es soll ein Beitrag zur Willkommenskultur und gegen Fremdemfeindlichkeit geleistet werden und Vorurteile gegenüber Ausländern und anderen Kulturen abbauen.",8200.0
ESF/14-SM-B13-0029/16,109.0,Arbeiter-Samariter-Bund Kreisverband Schwerin - Parchim e. V.,19057,19.05.16,31.10.16,Förderung von Kleinprojekten,"Gewinnung und Ausbildung von Schwimmlehrerinnen und Schwimmlehrer - Junge Erwachsene und Senioren sollen durch die gemeinsame Ausbildung zum Schwimmlehrer den respektvollen Umgang miteinander lernen. Sie sollen Verantwortung für das Leben anderer übernehmen, sich eine disziplinierte und kooperative Arbeitsweise aneignen und sich für die Gesellschaft ehrenamtlich engagieren.",5000.0
ESF/14-SM-B13-0044/16,109.0,Stralsunder Innovation Consult GmbH,18437,19.08.16,31.08.17,Förderung von Kleinprojekten,"""Neighboure by Nature"" - Hilfe zur Selbsthilfe in der Nachbarschaft - ein Projekt zur sozialen Integration und Aktivierung von Menschen unterschiedlicher Altersgruppen, Herkunft und Lebenssituation aus dem Stadtteil Knieper West durch das Errichten und Betreiben einer hauswirtschaftlichen Selbsthilfewerkstatt bzw. das Durchführen von Selbsthilfeaktivitäten",8200.0
ESF/14-SM-B13-0045/16,109.0,Förderverein christlicher Frauen für Familienbildungsarbeit e.V.,18507,19.08.16,28.02.17,Förderung von Kleinprojekten,"Offenheit durch Aufgeschlossenheit zur Teilhabe - ein Projekt zur Integration in das gesellschaftliche Leben in Grimmen für Einheimische und Flüchtlinge - dabei sollen sie mit- und voneinander lernen, eigene Fähigkeiten und Fertigkeiten entdecken und ausbauen sowie Vorurteile und Berührungsängste abbauen durch gemeinsame Unternehmungen und Aufgabenstellungen.",5000.0
ESF/14-SM-B13-0030/15,109.0,Evangelisch-Lutherische Kirchengemeinde Grabow,19300,26.08.15,31.08.16,Förderung von Kleinprojekten,"Stärkung sozialer Kompetenzen von Kindern in Schule und Elternhaus, Einbeziehung von Eltern und Großeltern in Generationsprojekten zur Motivation und Stärkung der Eigenverantwortung und Mitgestaltung des sozialen Lebensumfeldes insbesondere sozial schwacher Familien, Integration von Flüchtlingsfamilien, Abbau von Vorurteilen gegenüber Fremden sowie Aufbau von Vertrauen und gegenseitigem Verständnis",8200.0
ESF/14-SM-B14-0003/15-A01,109.0,"Landkreis Ludwigslust-Parchim, Der Landrat,  Fachdienst Jugend",19288,17.12.15,31.12.17,Förderung von Jugendsozialarbeit,"Durchführung der Jugendsozialarbeit mit den Zielen, sozial benachteiligten und individuell beeinträchtigten jungen Menschen, die im erhöhten Maße auf Unterstützung angewiesen sind, sozialpädagogische Hilfen anzubieten sowie in Verknüpfung mit schulischen und arbeitsmarktbezogenen Maßnahmen eine Integration in schulische Bildung, berufliche Ausbildung oder in den Arbeitsmarkt zu unterstützen und junge Menschen zu einer eigenständigen Lebensführung zu befähigen in Form von Einzelarbeit, Gruppenarbeit sowie der dazu notwendigen Netzwerk- und Gremienarbeit in dem/der Landkreis/kreisfreien Stadt … zu verwenden.  Die Förderung von Jugendsozialarbeitern dient dem Ziel, denjenigen jungen Menschen weitergehende sozialpädagogische Hilfestellungen zu gewähren, deren Integration in den Arbeitsmarkt oder in die berufliche Bildung gefährdet ist. Durch gezielte Einzelfallbegleitung, Methoden der Jugendberufshilfe und der arbeitsweltbezogenen Jugendarbeit  sollen  solche  jungen  Menschen angesprochen werden, die durch Schul- bzw. Ausbildungsabbruch, fehlende Berufsreife, gestörtes Sozialverhalten, durch individuelle Beeinträchtigungen oder ausgrenzende Verhaltensweisen gekennzeichnet sind.",2855268.66
ESF/14-SM-B14-0007/15-A01,109.0,"Hansestadt Rostock, Der Oberbürgermeister,  Amt für Jugend und Soziales",18055,17.12.15,31.12.17,Förderung von Jugendsozialarbeit,"Durchführung der Jugendsozialarbeit mit den Zielen, sozial benachteiligten und individuell beeinträchtigten jungen Menschen, die im erhöhten Maße auf Unterstützung angewiesen sind, sozialpädagogische Hilfen anzubieten sowie in Verknüpfung mit schulischen und arbeitsmarktbezogenen Maßnahmen eine Integration in schulische Bildung, berufliche Ausbildung oder in den Arbeitsmarkt zu unterstützen und junge Menschen zu einer eigenständigen Lebensführung zu befähigen in Form von Einzelarbeit, Gruppenarbeit sowie der dazu notwendigen Netzwerk- und Gremienarbeit in dem/der Landkreis/kreisfreien Stadt … zu verwenden.  Die Förderung von Jugendsozialarbeitern dient dem Ziel, denjenigen jungen Menschen weitergehende sozialpädagogische Hilfestellungen zu gewähren, deren Integration in den Arbeitsmarkt oder in die berufliche Bildung gefährdet ist. Durch gezielte Einzelfallbegleitung, Methoden der Jugendberufshilfe und der arbeitsweltbezogenen Jugendarbeit  sollen  solche  jungen  Menschen angesprochen werden, die durch Schul- bzw. Ausbildungsabbruch, fehlende Berufsreife, gestörtes Sozialverhalten, durch individuelle Beeinträchtigungen oder ausgrenzende Verhaltensweisen gekennzeichnet sind.",2747642.84
ESF/14-SM-B14-0006/15-A01,109.0,"Landkreis Mecklenburgische-Seenplatte, Der Landrat, Regionalstandort Neustrelitz,  Jugendamt",17235,17.12.15,31.12.17,Förderung von Jugendsozialarbeit,"Durchführung der Jugendsozialarbeit mit den Zielen, sozial benachteiligten und individuell beeinträchtigten jungen Menschen, die im erhöhten Maße auf Unterstützung angewiesen sind, sozialpädagogische Hilfen anzubieten sowie in Verknüpfung mit schulischen und arbeitsmarktbezogenen Maßnahmen eine Integration in schulische Bildung, berufliche Ausbildung oder in den Arbeitsmarkt zu unterstützen und junge Menschen zu einer eigenständigen Lebensführung zu befähigen in Form von Einzelarbeit, Gruppenarbeit sowie der dazu notwendigen Netzwerk- und Gremienarbeit in dem Landkreis Ludwigslust-Parchim zu verwenden.  Die Förderung von Jugendsozialarbeitern dient dem Ziel, denjenigen jungen Menschen weitergehende sozialpädagogische Hilfestellungen zu gewähren, deren Integration in den Arbeitsmarkt oder in die berufliche Bildung gefährdet ist. Durch gezielte Einzelfallbegleitung, Methoden der Jugendberufshilfe und der arbeitsweltbezogenen Jugendarbeit  sollen  solche  jungen  Menschen angesprochen werden, die durch Schul- bzw. Ausbildungsabbruch, fehlende Berufsreife, gestörtes Sozialverhalten, durch individuelle Beeinträchtigungen oder ausgrenzende Verhaltensweisen gekennzeichnet sind.",3380958.16
ESF/14-SM-B14-0009/15,109.0,"Landkreis Nordwestmecklenburg, Die Landrätin, Fachdienst Jugend",23970,09.12.15,31.12.17,Förderung von Jugendsozialarbeit,"Durchführung der Jugendsozialarbeit mit den Zielen, sozial benachteiligten und individuell beeinträchtigten jungen Menschen, die im erhöhten Maße auf Unterstützung angewiesen sind, sozialpädagogische Hilfen anzubieten sowie in Verknüpfung mit schulischen und arbeitsmarktbezogenen Maßnahmen eine Integration in schulische Bildung, berufliche Ausbildung oder in den Arbeitsmarkt zu unterstützen und junge Menschen zu einer eigenständigen Lebensführung zu befähigen in Form von Einzelarbeit, Gruppenarbeit sowie der dazu notwendigen Netzwerk- und Gremienarbeit in dem Landkreis Vorpommern-Rügen zu verwenden.  Die Förderung von Jugendsozialarbeitern dient dem Ziel, denjenigen jungen Menschen weitergehende sozialpädagogische Hilfestellungen zu gewähren, deren Integration in den Arbeitsmarkt oder in die berufliche Bildung gefährdet ist. Durch gezielte Einzelfallbegleitung, Methoden der Jugendberufshilfe und der arbeitsweltbezogenen Jugendarbeit  sollen  solche  jungen  Menschen angesprochen werden, die durch Schul- bzw. Ausbildungsabbruch, fehlende Berufsreife, gestörtes Sozialverhalten, durch individuelle Beeinträchtigungen oder ausgrenzende Verhaltensweisen gekennzeichnet sind.",1478360.36
