Name des Begünstigten -  beneficiary name;Bezeichnung des Vorhabens - operation name;Zusammenfassung des Vorhabens - operation summary;Beginns des Vorhabens - operation start date;Ende des Vorhabens  - operation end date;Gesamtbetrag der förderfähigen Ausgaben des Vorhabens - total eligible expenditure allocated to the operation;Unions-Kofinanz-ierungs-satz  pro Prioritätsachse - Union co-financing rate;Postleitzahl des Vorhabens - operation postcode;Land -country;Bezeichnung der Interventionskategorie-  name of category of intervention
Thüringer Landgesellschaft mbH;2014 VGS 0003;Zorge, Nordhausen, Herstellung Durchgängigkeit Hundeheimwehr (ZO3) - Bau;18.12.2014;31.12.2016;68.000,00 €;80%;99734;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2014 VGS 0004;Zorge, Nordhausen, Durchgängigkeit Sohlabstürze Erfurter Brücke (ZO1b) und Ehem. Schlachthofsteg (ZO1a) - Bau;18.12.2014;31.12.2019;23.320,00 €;80%;99734;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2014 VGS 0005;Unstrut, Sömmerda, Aktivierung Retentionsräume/ ökologischer Hochwasserschutz - Vorhabenbezogenes Konzept;18.12.2014;31.12.2020;297.543,86 €;80%;99610;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2014 VGS 0006;Hasel, Dillstädt, Durchgängigkeit II.BA (HA 11 - 17) - Vorhabenbezogenes Konzept;18.12.2014;31.12.2016;86.500,00 €;80%;98530;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2014 VGS 0007;Hasel, Dillstädt, Durchgängigkeit III.BA (HA_18, 20, 22 und 24) - Vorhabenbezogenes Konzept;18.12.2014;31.12.2016;59.400,00 €;80%;98530;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2014 VGS 0008;Lauter, Suhl, Herstellung der ökologischen Durchgängigkeit-vorhabenbezogenes Konzept;18.12.2014;31.12.2016;146.500,00 €;80%;98527;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 HWS 0001;Weiße Elster, Berga, Hochwasserschutz - vorhabenbezogenes Konzept;01.01.2015;31.12.2018;726.658,29 €;80%;7980;Deutschland;087 - Maßnahmen zur Anpassung an den Klimawandel und zur Verhinderung des Klimawandels, Bewältigung klimabezogener Risiken (z. B. Erosion, Brände, Überschwemmungen, Stürme und Dürren), einschließlich Sensibilisierungsmaßnahmen sowie Katastrophenschutz- und Kata
Thüringer Landgesellschaft mbH;2015 HWS 0002;Weiße Elster, Hochwasserschutz, Übergreifende Maßnahmen Thüringer Landesanstalt für Umwelt und Geologie-ThLG - Vorhabensbezogenes Konzept;01.05.2015;31.12.2019;47.595,49 €;80%;7586;Deutschland;087 - Maßnahmen zur Anpassung an den Klimawandel und zur Verhinderung des Klimawandels, Bewältigung klimabezogener Risiken (z. B. Erosion, Brände, Überschwemmungen, Stürme und Dürren), einschließlich Sensibilisierungsmaßnahmen sowie Katastrophenschutz- und Kata
Thüringer Landgesellschaft mbH;2015 VGS 0006;Ilm, Weimar, Herstellung Durchgängigkeit Wehr Klostermühle;08.07.2015;31.12.2019;26.367,66 €;80%;99423;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0009;"Ilm, Dörnfeld, Durchgängigkeit Wehr Dörnfeld
 - Vorhabensbezogenes Konzept";01.01.2015;31.01.2017;76.000,00 €;80%;99326;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0011;"lm, Mellingen, Durchgängigkeit Ölmühlenwehr
 - Vorhabensbezogenes Konzept";01.10.2015;31.12.2016;15.446,95 €;80%;99441;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0012;"Zorge Nordhausen, Stadtparkwehr; Herstellen der Durchgängigkeit";01.10.2015;31.12.2021;22.556,60 €;80%;99734;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0013;Helme, Gew.-Abschn. 39-43 (MK5), Initiieren einer eigendynamischen Entwicklung - Bau;01.01.2015;31.12.2019;1.547.000,00 €;80%;99755;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0014;Helme, Gew.-Abschn. 34,35,36,37 (MK4), Initiieren einer eigendynamischen Entwicklung - Bau;01.01.2015;31.12.2019;1.729.000,00 €;80%;99755;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0015;Schmalkalde, Umbau Wehr Schwemmbrücke, sowie Wehr Volk - Vorhabenbezogenes Konzept;01.01.2015;31.12.2016;85.000,00 €;80%;98574;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0016;Ilm, Taubach bis Mellingen,Strukturmaßnahme Abschnitt 42 bis 43 und 45 - Vorhabenbezogenes Konzept;02.06.2015;31.12.2017;150.000,00 €;80%;99425;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0017;Ilm, Bad Berka bis München, Strukturmaßnahme Abschnitt 59, 61 - Vorhabensbezogenes Konzept;02.06.2015;31.12.2017;118.000,00 €;80%;99438;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0018;Ilm, Wolfsberg, Strukturmaßnahme Abschnitt 89 - Vorhabensbezogenes Konzept;02.06.2015;31.12.2017;74.000,00 €;80%;98704;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0019;Ilm, Niedertrebra bis Eberstedt, Strukturmaßnahmen Abschnitt 9 - Vorhabensbezogenes Konzept;02.06.2015;31.12.2017;107.000,00 €;80%;99518;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0020;Ilm, Denstedt, Strukturmaßnahme Abschnitt 31 - Vorhabenbezogenes Konzept;02.06.2015;31.12.2017;124.000,00 €;80%;99441;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0021;Ilm, Eberstedt bis Wolfsberg, Strukturmaßnahmen, abschnittsübergreifende Maßnahmen - Vorhabenbezogenes Konzept;01.01.2015;31.12.2017;85.000,00 €;80%;98574;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0022;Wipper, Breitenworbis-Gernrode (Abschn.70-78), Strukturverbesserung;01.01.2015;31.12.2018;679.520,00 €;80%;37339;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2015 VGS 0023;Wipper, oberhalb Gernrode bis unterhalb Worbis (Abschn. 79-83), Strukturverbesserung;01.01.2015;31.12.2018;319.320,00 €;80%;37339;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Landgesellschaft mbH;2016 HWS 0001;Ulster, Pferdsdorf-Räsa, Deichrückverlegung - vorhabenbezogenes Konzept;01.01.2015;31.12.2018;248.400,00 €;80%;36414;Deutschland;087 - Maßnahmen zur Anpassung an den Klimawandel und zur Verhinderung des Klimawandels, Bewältigung klimabezogener Risiken (z. B. Erosion, Brände, Überschwemmungen, Stürme und Dürren), einschließlich Sensibilisierungsmaßnahmen sowie Katastrophenschutz- und Kata
Thüringer Landgesellschaft mbH;2016 HWS 0002;Hörsel, Hochwasserschutz Eisenach, Hochwasserschutz Hörschel - Vorhabensbezogenes Konzept;02.06.2015;31.12.2017;127.000,00 €;80%;99817;Deutschland;087 - Maßnahmen zur Anpassung an den Klimawandel und zur Verhinderung des Klimawandels, Bewältigung klimabezogener Risiken (z. B. Erosion, Brände, Überschwemmungen, Stürme und Dürren), einschließlich Sensibilisierungsmaßnahmen sowie Katastrophenschutz- und Kata
Thüringer Landgesellschaft mbH;2016 VGS 0006;Lauter Durchgängigkeit BA II;04.01.2016;31.12.2016;191.500,00 €;80%;98527;Deutschland;085 - Schutz und Verbesserung der biologischen Vielfalt, des Naturschutzes und grüner Infrastrukturen
Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft, Ref. 14 Justiziariat, Geheimschutz, Prüfbehörde EFRE;2015 THP 0002;Prüfstelle EFRE in der Thüringer Aufbaubank;01.10.2014;31.12.2023;11.545.001,00 €;80%;99096;Deutschland;122 - Bewertung und Studien
Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft, Ref. 31 Wirtschaftsförderung, GRW, Außenwirtschaft;2015 THI 0001;Unterstützung der Thüringer Unternehmen bei der Etablierung auf internationalen Märkten durch die LEG mbH;01.10.2015;31.12.2022;13.772.776,86 €;80%;99096;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft, Ref. 34 Verwaltungsbehörde und Bescheinigungsbehörde EFRE;2015 THP 0001;Beratungsleistung für Inbetriebnahme eCohesion (KPMG);01.10.2015;31.05.2016;90.440,00 €;80%;99096;Deutschland;122 - Bewertung und Studien
Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft, Ref. 34 Verwaltungsbehörde und Bescheinigungsbehörde EFRE;2015 THP 0003;Unterstützungsleistungen für die Systemeinführung;01.12.2015;30.11.2017;38.556,00 €;80%;99096;Deutschland;122 - Bewertung und Studien
Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft, Ref. 34 Verwaltungsbehörde und Bescheinigungsbehörde EFRE;2016 THK 0001 ;Informations- und Kommunikationsmittel EFRE;01.12.2015;30.11.2023;15.000,00 €;80%;99096;Deutschland;123 - Information und Kommunikation
Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft, Ref. 34 Verwaltungsbehörde und Bescheinigungsbehörde EFRE;2016 THP 0001;"Entwicklung und Umsetzung des elektronischen Datenaustauschsystems ""e-Cohesion""";01.01.2014;31.12.2017;2.997.333,00 €;80%;99096;Deutschland;122 - Bewertung und Studien
Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft, Ref. 34 Verwaltungsbehörde und Bescheinigungsbehörde EFRE;2016 THP 0002;Leistungen der TAB bezüglich EFRE-Data;01.01.2014;31.12.2023;3.085.400,00 €;80%;99096;Deutschland;122 - Bewertung und Studien
Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft, Ref. 34 Verwaltungsbehörde und Bescheinigungsbehörde EFRE;2016 THP 0003;Teilnahme an und Durchführung von Weiterbildungen;01.01.2014;31.10.2023;20.000,00 €;80%;99096;Deutschland;122 - Bewertung und Studien
Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft, Ref. 34 Verwaltungsbehörde und Bescheinigungsbehörde EFRE;2016 THP 0004;Integration von digitalen Signaturen für die Authentifizierung von Dokumenten;01.08.2016;31.12.2016;53.550,00 €;80%;99096;Deutschland;122 - Bewertung und Studien
Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft, Ref. 34 Verwaltungsbehörde und Bescheinigungsbehörde EFRE;2016 THP 0005;Erstellung von Arbeitshilfen;18.05.2016;31.10.2023;5.000,00 €;80%;99096;Deutschland;122 - Bewertung und Studien
Thüringer Papierwarenfabrik C. Schröter GmbH & Co. KG;2016 EEI 0009;Austausch der UV Beleuchtung an der Druckmaschinen FA4;27.01.2016;30.10.2016;46.000,00 €;80%;99974;Deutschland;068- Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Thüringer Papierwarenfabrik C. Schröter GmbH & Co. KG;2016 EEI 0099;Ertüchtigung der Luftbefeuchtung durch Einsatz von Hochdruckbefeuchtern in den Produktionshallen für das Unternehmen Thüringer Papierwarenfabrik C. Schröter Gmbh & Co.KG;23.05.2016;30.10.2016;45.296,45 €;80%;99974;Deutschland;068- Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Thüringer Pharmaglas GmbH & Co. KG;2015 TIZ 0340;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;01.10.2015;30.09.2017;250.000,00 €;80%;98724;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Thüringer Tourismus GmbH;2015 MTT 0001;Auslandsmarketing;19.08.2015;31.12.2019;6.250.000,00 €;80%;99084;Deutschland;075 - Entwicklung und Förderung touristischer Dienstleistungen durch oder für KMU
Thüros GmbH;2015 TIZ 0267;Durchführung baulicher Investitionen für das Unternehmen;01.05.2015;31.12.2016;250.000,00 €;80%;99887;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Thüsolar GmbH;2015 AWF 0038;Teilnahme an internationalen Messe New Energy Husum 2016 vom 17.03.2016 - 20.03.2016 in Husum;30.11.2015;20.03.2016;6.000,00 €;80%;7407;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
Thüsolar GmbH;2015 AWF 0040;Teilnahme an der internationalen Messe bautec vom 16.02.2016 - 19.02.2016 in Berlin sowie zur Erstellung von Werbematerialien in mindestens einer Fremdsprache;18.11.2015;19.02.2016;6.000,00 €;80%;7407;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
Thüsolar GmbH;2016 AWF 0033;"Teilnahme an der internationalen Messe ""Automechanika"" vom 13.09.2016 bis 17.09.2016 in Frankfurt / Deutschland";16.02.2016;17.09.2016;6.000,00 €;80%;7407;Deutschland;066 - Fortgeschrittene Unterstützungsdienste für KMU und KMU-Zusammenschlüsse (einschließlich Dienstleistungen für Management, Marketing und Design)
TIRA GmbH;2015 FE 9002;"Entwicklung und Auslegung eines Prüfstandes mit integriertem Energiesparmodus (GREENline Mode) zum Erproben eines ""Headexpanders"" als Sandwichverbund aus faserverstärkten Kunststoffen und Kunststoffschaum";01.07.2016;30.06.2018;131.813,58 €;80%;96528;Deutschland;062 - Technologietransfer und Zusammenarbeit zwischen Hochschulen und Unternehmen, vor allem zugunsten von KMU
TISCHENDORF  DIE MEDIENPARTNER Inh. Christian Tischendorf;2015 EEB 0124;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für das Unternehmen Tischendorf Die Medienpartner;11.01.2016;13.05.2016;8.850,00 €;80%;7973;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Tischlerei & Fensterbau Inh. Jürgen Lampert;2015 TIZ 0041;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;05.02.2015;31.12.2016;100.000,00 €;80%;98634;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei & Fensterbau Inh. Jürgen Lampert;2016 EEB 0029;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für die Tischlerei & Fensterbau Jürgen Lampert;01.03.2016;01.10.2016;12.600,00 €;80%;98634;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Tischlerei & Kunststoffenster Thomas Sonntag;2015 TIZ 0006;Anschaffung neuer Maschinen und Einrichtungen und Software für das Unternehmen;12.01.2015;31.12.2015;250.000,00 €;80%;37308;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei Barth GmbH;2015 TIZ 0191;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;30.04.2015;15.12.2015;370.000,00 €;80%;7589;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei Filmann Inh. Karsten Filmann;2016 TIZ 0161;Durchführung baulicher Investitionen und Anschaffung einer neuen CNC-Holzbearbeitungsmaschine für das Unternehmen;10.05.2016;31.12.2017;150.000,00 €;80%;99955;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei HOLZ-ART Inh. Stephan Dorenwendt;2016 EEB 0010;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für die Tischlerei HOLZ-ART;15.02.2016;31.10.2016;12.275,00 €;80%;99976;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Tischlerei Kulke Inh. Jens-Uwe Kulke;2015 TIZ 0251;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;01.07.2015;30.09.2016;50.000,00 €;80%;99098;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei Lars Augustin;2015 TIZ 0391;Einbau einer Heizungsanlage für das Unternehmen;15.10.2015;31.12.2015;17.894,70 €;80%;99867;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei Matthias Schneider GmbH;2016 TIZ 0146;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;26.04.2016;31.12.2017;40.000,00 €;80%;37351;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei Patrik Madeheim;2015 TIZ 0290;Einbau einer Hackschnitzelheizungsanlage und Bau eines Hackschnitzellagers für die Tischlerei;13.07.2015;30.06.2016;75.122,44 €;80%;37339;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei Petra Jagemann;2015 TIZ 0029;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;01.02.2015;30.01.2017;250.000,00 €;80%;37359;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei Reber Inh. Hartwig Reber Innungsmeisterbetrieb;2016 TIZ 0168;Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;13.06.2016;31.12.2016;75.000,00 €;80%;7957;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei Schacht Inh. Hermann-Otto Werner;2016 TIZ 0133;Durchführung baulicher Investitionen und Anschaffung neuer Maschinen und Einrichtungen für das Unternehmen;01.04.2016;31.12.2016;36.450,00 €;80%;37318;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
Tischlerei Thomas Wehner;2015 EEB 0114;Durchführung einer Energieeffizienzberatung (Situationsanalyse) für die Tischlerei Wehner;04.01.2016;31.03.2016;12.485,00 €;80%;36419;Deutschland;068 - Energieeffizienz- und Demonstrationsprojekte in KMU und Begleitmaßnahmen
Tischlerei Thomas Wehner;2016 TIZ 0131;Anschaffung neuer Maschinen und Einrichtungen entsprechend des Energieberatungsberichtes für das Unternehmen;15.04.2016;31.10.2017;130.000,00 €;80%;36419;Deutschland;001 - Allgemeine produktive Investitionen in kleine und mittlere Unternehmen („KMU“)
