years,source,beneficiary,name_of_operation,on_finish_total_value,allocated_public_funding
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Sven Marxen
Friedrichstadt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.751,96",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Sylt GmbH
Tinnum/Sylt-Ost","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Tiepelmann GmbH
Strande","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","960,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Tiepelmann GmbH
Strande","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Tiepelmann GmbH
Strande","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","480,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Tiepelmann GmbH
Strande","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.680,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Walter Götze
Schleswig","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.320,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Walter Götze
Schleswig","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Witt GmbH
Großsolt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Witt GmbH
Großsolt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.080,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Würffel
Jersbek","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.200,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerei Zymny
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","360,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachdeckerfachbetrieb Waldeck
Schleswig","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachfix Bedachungen GmbH
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dachtechnik Martin Engel
Bendorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","840,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Das Futterhaus Anne Mansfeldt
Eutin","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Das Futterhaus Helmut Pohlmann
Bad Oldesloe","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Das Haarstudio
Struckum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.408,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Das Haarstudio Am Hafen
Büsum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.029,79",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Das Haarstudio Am Hafen
Büsum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Daten- und Informationsbüro Ilona Herber
Norderstedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Datex Ilona Herber
Kaltenkirchen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","719,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dau Versorgungstechnik
Neumünster","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.320,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"David Pizzeria Bar
Leck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","360,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"DDT Veranstaltungsservice Christopher Hoseit
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dedalus PR
Lauenburg/Elbe","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","840,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Deezbüller Holzwerkstatt Peter Raddatz
Niebüll","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Deezbüller Holzwerkstatt Peter Raddatz
Niebüll","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Degerö Germany Yachtbau GmbH
Fahrdorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.800,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Delta Pflegebetrieb GmbH
Techau","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","840,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Demir-Fliesenverlegung
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.920,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Denis Braune c/o afm GmbH
Kaltenkirchen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.160,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dental Labor Gerlach GmbH & Co. KG
Husum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Depocom Systems GmbH
Rellingen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Der Blütenzauber 
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Der Blütenzauber 
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.920,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Der Friesenkrog
Husum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","720,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Der Friseur 
Bad Oldesloe","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","935,66",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Der Friseur Markus Zinke
Hohenwestedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Der HausMeister Traugott Kleinwächter e. K.
Eutin","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Der Inselmaler Lemke GmbH
Sylt-Ost","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Der Mode Friseur
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","360,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Der Mode Friseur
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Derma Kiel Dr. med. Harald Brüning
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Derma Kiel Dr. med. Harald Brüning
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Derma Kiel Dr. med. Harald Brüning
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dethlefs
Sönke
Hennstedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","960,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Detlef Paulsen Betriebsausrüster e. K.
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Detlef Paulsen Betriebsausrüster e. K.
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Detlef Paulsen Betriebsausrüster e. K.
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Deutsche Vermögensberatung
Schleswig","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Deutscher Kinderschutzbund OV Neumünster 
e.V.
Neumünster","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Deutscher Video Ring Tanja Witthohn
Wesseln","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","120,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dhanju Mode
Schleswig","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.080,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Blumenecke 
Bad Oldesloe","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Brille GmbH 
Flensburg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Erdwärme 
Itzehoe","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.080,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Florale Werkstatt
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Friesengarage
Risum-Lindholm","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Haarschneider
Satrup","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Haarschneider
Satrup","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Haarschneider
Satrup","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","480,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Kunst & Bauschmiede GmbH
Dänischenhagen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Modefrisur
Heide","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Tischler Cabella & Uplegger GbR
Ahrensbök","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Die Tischlerei Matthusen GmbH
Stockelsdorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dipl.-Ing. Thorsten Kuchel
Altenholz","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Direktion Uwe Schwirz DVAG
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","480,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dithmarscher Hof
Buchholz","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"DL Gastronomiebetrieb GbR
Henstedt-Ulzburg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dobbertin Immobilien und Ferienvermietung
Sierksdorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Doherty Elektrotechnik
Breitenfelde","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dohrn Landtechnik
Neuendorf-Sachsenbande","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.920,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dom Café 
Meldorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.114,33",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Domeyer
Hauke
Bordelum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dorendorf Sanitär- und Klempnertechnik
Pinneberg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dorfhotel Sylt
Rantum","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dörpsbackhus Wöhrden
Wöhrden","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","360,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. Antje Jaeger
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. Barbara Spandern
Bordesholm","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. Barbara Spandern
Bordesholm","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","199,14",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. Barbara Spandern
Bordesholm","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. Hans-Ulrich Albrecht und Thies-Heinrich 
Jacobsen
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.040,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. med Tomas Stritecky
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","840,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. med. Daniel Körbächer
Facharzt für Innere Medizin/hausärztlich
Mönkeberg","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.040,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. med. dent. H.-D. Jager
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","480,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. med. Michaela Steuer
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. med. Stefan Mielck
Plön","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dr. med. Ursula Veuskens-Klessascheck
Lübeck","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.040,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Draht Werner GmbH & Co. KG
Wittenborn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","480,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Draht Werner Metalltechnik GmbH
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.080,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dreherei-Maschinenbau Hans-Günter Doose
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Drei-D Direktwerbung GmbH & Co. KG
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.640,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Drei-D Direktwerbung GmbH & Co. KG
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.040,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Drei-D Direktwerbung GmbH & Co. KG
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.040,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Drei-D Direktwerbung GmbH & Co. KG
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.040,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Drei-D Direktwerbung GmbH & Co. KG
Elmshorn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.040,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dres. Eberlein-Riemke, Gorny-Schmidt
Norderstedt","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dres. med. Kuteifan, Linder-Röpcke, Seidel, 
Großmann
Fachärzte für Anästhesiologie
Großhansdorf","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","360,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Dres. med. Maren Jurkschat u. Andrea Harder-
Greve
Quickborn","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
